CUSTOMER_ID,EMAIL_ID,FIRST_NAME,LAST_NAME,OCCUPATION,AGE,AGE_CATEGORY,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER,MONDAY_ORDERS,TUESDAY_ORDERS,WEDNESDAY_ORDERS,THURSDAY_ORDERS,FRIDAY_ORDERS,SATURDAY_ORDERS,SUNDAY_ORDERS,MONDAY_REVENUE,TUESDAY_REVENUE,WEDNESDAY_REVENUE,THURSDAY_REVENUE,FRIDAY_REVENUE,SATURDAY_REVENUE,SUNDAY_REVENUE,WEEK1_DAY01_DAY07_ORDERS,WEEK2_DAY08_DAY15_ORDERS,WEEK3_DAY16_DAY23_ORDERS,WEEK4_DAY24_DAY31_ORDERS,WEEK1_DAY01_DAY07_REVENUE,WEEK2_DAY08_DAY15_REVENUE,WEEK3_DAY16_DAY23_REVENUE,WEEK4_DAY24_DAY31_REVENUE,TIME_0000_0600_ORDERS,TIME_0601_1200_ORDERS,TIME_1200_1800_ORDERS,TIME_1801_2359_ORDERS,TIME_0000_0600_REVENUE,TIME_0601_1200_REVENUE,TIME_1200_1800_REVENUE,TIME_1801_2359_REVENUE
2351,zlara@example.net,Ronnie,Beck,Clerical,40,40-49,74,12898.6,174.31,173.64,2.35,24-12-2014,20-09-2021,33.27,35,10,7,16,15,13,4,9,1966.48,1515.98,2371.36,2651.79,1691.19,712.24,1989.6,19,16,18,21,3077.71,2493.08,3791.57,3536.28,0,10,23,41,0,1745.03,4613.94,6539.67
2352,eandersen@example.com,David,Brady,Manager,28,20-29,48,12237.8,254.95,107.79,2.25,17-04-2016,12-10-2021,41.75,13,7,12,11,6,3,5,4,2041.96,2358.97,3453.95,1147.98,542.98,1099.97,1591.98,6,17,15,10,1645.96,2427.95,5537.93,2625.95,1,14,6,27,375,3768.9,2121.96,5971.93
2353,chadnguyen@example.net,Dennis,Castillo,Blue-Collar,24,20-29,83,12230.5,147.36,246.55,2.97,06-04-2017,08-09-2021,19.47,47,5,14,13,18,12,6,15,606.08,1571.04,1904.91,2952.68,1746.11,1828.49,1621.24,10,27,26,20,1254.07,3284.47,4809.15,2882.86,2,41,22,18,380.48,6456.98,3543.65,1849.44
2354,andreaschroeder@example.net,Tiffany,Hood,Doctor,28,20-29,124,11986.5,96.67,529.59,4.27,30-12-2016,24-10-2021,14.19,1,13,13,29,25,19,15,10,1287.5,1054.15,2842.52,2133.79,2051.94,1496.33,1120.31,28,42,30,24,2685.37,4299.28,2592.18,2409.71,12,61,37,14,1067.92,5674.65,3916.53,1327.44
2355,dholmes@example.com,Jeffrey,Mason,Lawyer,29,20-29,101,11828.9,117.12,292.62,2.9,20-08-2016,10-10-2021,18.58,15,9,10,14,13,13,19,23,1401.73,1066.95,1669.7,1288.03,1031.93,2424.92,2945.66,16,32,37,16,1806.01,4270.93,3895.1,1856.88,10,26,42,23,1370.73,2853.3,4387.62,3217.27
2356,amy46@example.net,Lydia,Austin,Doctor,50,50 and above,30,11661.8,388.73,125.81,4.19,28-05-2017,31-05-2021,48.8,147,5,4,5,1,5,6,4,2224.97,1899.97,2356.97,159.99,1576.97,2510.96,931.98,7,9,7,7,1895.94,3933.95,3654.97,2176.95,1,10,15,4,486,3422.93,6445.92,1306.96
2357,davidgarza@example.com,Sharon,Wiggins,Blue-Collar,44,40-49,61,11402.7,186.93,280.46,4.6,08-05-2016,29-06-2021,30.79,118,10,15,12,8,12,2,2,2085.41,2725.81,2687.38,1658.72,1371.36,724,149.98,9,16,15,21,2248.41,2840.34,1960.27,4353.64,8,13,20,20,1029.63,2795.7,3410.31,4167.02
2358,rachel47@example.org,Michelle,Baker,Professional,40,40-49,156,11349.6,72.75,462.93,2.97,08-10-2019,28-08-2021,4.42,58,14,15,24,32,21,30,20,987.8,1592.36,1847.96,2066.01,1733.49,1901.66,1220.3,32,39,32,53,2184.68,2729.89,2773.51,3661.5,19,56,55,26,1630.35,3799.1,3713.27,2206.86
2359,hpotter@example.org,Adriana,Walker,Home Maker,44,40-49,31,11225.6,362.12,82.85,2.67,21-03-2020,22-04-2021,12.81,186,9,4,3,6,5,1,3,3356.62,2645.99,1206,2222.75,910.58,148.19,735.47,3,10,13,5,725.99,2437.49,5054.25,3007.87,4,12,7,8,637.97,2536.84,2753.54,5297.25
2360,kingcody@example.com,Christian,Blair,Clerical,40,40-49,128,11127.8,86.94,103.87,0.81,21-10-2015,19-07-2021,16.39,98,19,14,18,11,20,31,15,2098.34,1227.38,1235.73,633.8,1743.58,3323.8,865.19,27,30,29,42,1940.75,2513.77,1895.83,4777.47,1,48,58,21,25,6038.73,4165.31,898.78
2361,bradleygreen@example.org,Justin,Smith,Lawyer,24,20-29,82,11026,134.46,97.92,1.19,31-03-2018,24-10-2021,15.89,1,11,13,10,13,14,10,11,1253.08,2003.25,1819.75,1114.83,1791.86,1624.34,1418.85,18,19,19,26,1336.09,2776.02,2807.66,4106.19,1,13,24,44,30.25,3143.69,2205.47,5646.55
2362,lisa94@example.com,Elizabeth,Jones,Blue-Collar,40,40-49,49,10364.7,211.52,163.61,3.34,19-11-2014,12-08-2021,50.16,74,5,7,6,13,10,5,3,1171.96,2297.06,1463.17,1862.32,1983.9,1042.97,543.28,8,12,14,15,1777.25,3033.04,2480.42,3073.95,1,13,27,8,127.99,3054.91,5362.84,1818.92
2363,kingshawn@example.org,Joshua,Wagner,Clerical,45,40-49,44,10254.4,233.05,180.66,4.11,03-02-2014,08-06-2021,60.95,139,8,6,6,5,10,5,4,2319.44,634.94,1382.96,2463.95,1467.94,724.15,1260.98,8,10,12,14,2449.43,2462.96,1867.89,3474.08,0,9,19,16,0,2624.62,3101.84,4527.9
2364,imason@example.net,Joshua,Jones,Professional,38,30-39,10,10242,1024.2,0,0,23-01-2016,30-07-2021,201.5,87,1,0,1,0,2,4,2,1350,0,925,0,1995,2717,3255,0,4,4,2,0,5580,2437,2225,0,2,2,6,0,1465,1802,6975
2365,nicolewilliams@example.com,Lynn,Davies,Manager,27,20-29,41,10210.1,249.03,138.74,3.38,21-02-2018,08-10-2021,32.32,17,4,7,5,5,9,6,5,540.97,1642.25,870.96,1543.97,2312.03,1974.98,1324.98,8,11,16,6,2082.95,2553.32,4014.91,1558.96,3,14,6,18,999.08,3820.23,1843.97,3546.86
2366,ecarpenter@example.net,Charles,Collins,Professional,20,20-29,24,9823.94,409.33,31.94,1.33,02-07-2017,16-06-2021,60.21,131,3,3,6,5,2,2,3,1389,210.98,3012.99,1719,1882,668.99,940.98,7,5,7,5,3181.98,2140,1865.97,2635.99,1,6,3,14,263,1357.95,1629.99,6573
2367,virginia87@example.com,Travis,Williams,Student,22,20-29,32,9685.37,302.67,76.87,2.4,14-07-2019,20-10-2021,25.91,5,4,10,9,7,0,0,2,1135.99,2962.47,3456.45,1640.98,0,0,489.48,13,6,9,4,2555.98,2625.46,2810.95,1692.98,0,12,18,2,0,3464.44,5768.94,451.99
2368,hwest@example.org,Sarah,Ramirez,Lawyer,32,30-39,42,9516.9,226.59,37.9,0.9,03-09-2017,18-10-2021,35.86,7,3,0,2,1,7,8,21,287,0,652.97,74.99,1440.98,2014.98,5045.98,6,6,19,11,1424.98,1771.99,3899.99,2419.94,0,23,11,8,0,4643.95,3468.97,1403.98
2369,daviszachary@example.net,Jennifer,Thompson,Professional,23,20-29,47,9378.67,199.55,132.82,2.83,11-09-2016,08-10-2021,39.43,17,7,5,4,9,7,8,7,1309.78,743.48,793.07,2296.56,1686.98,1720.58,828.22,8,12,14,13,2525.97,1562.4,2715.64,2574.66,8,10,21,8,901.26,2522.99,4540.21,1414.21
2370,william71@example.net,Anna,Forbes,Clerical,45,40-49,40,9281.38,232.03,108.78,2.72,28-12-2015,06-07-2021,50.43,111,4,11,2,3,4,4,12,1549.97,2454.04,287.98,455.99,996.99,513.48,3022.93,8,10,12,10,1622.94,1603.94,3687.54,2366.96,0,3,21,16,0,708.97,4639.89,3932.52
2371,rodriguezjohnny@example.com,William,Obrien,Student,22,20-29,54,9172.22,169.86,110.87,2.05,05-03-2014,16-06-2021,49.26,131,7,13,11,7,6,4,6,1715.12,1655.57,1758.46,1009.49,1449.14,494.04,1090.4,9,15,12,18,2096.83,2062.66,1409.68,3603.05,0,8,28,18,0,2463.53,3537.27,3171.42
2372,brian26@example.net,Shawn,Williams,Doctor,29,20-29,26,9099.36,349.98,47.91,1.84,27-12-2017,19-10-2021,53.54,6,3,3,4,6,8,0,2,1136.18,1182.29,1781.98,2393.18,1720.74,0,884.99,4,12,9,1,1676.98,3820.92,3452.46,149,6,2,8,10,1452.98,661.3,3679.71,3305.37
2373,lesliecooper@example.net,Stephanie,Baird,Manager,32,30-39,44,9006.15,204.69,54.9,1.25,27-06-2020,23-10-2021,10.98,2,6,5,3,6,5,11,8,2150.48,920,474.49,939.48,860,2259.72,1401.98,8,20,9,7,1097.47,6193.99,1104.72,609.97,1,12,11,20,144,2942.71,1908.96,4010.48
2374,foxjoshua@example.com,John,Molina,Blue-Collar,40,40-49,65,9000.31,138.47,178.61,2.75,02-02-2015,29-09-2021,37.4,26,15,8,10,10,9,7,6,2504.43,1059.14,1332.23,1427.92,1234.94,884.98,556.67,14,22,15,14,2177.08,3100.92,1646.62,2075.69,0,7,18,40,0,1265.47,2505.44,5229.4
2375,newmanlori@example.com,Jessica,Schwartz,Professional,18,19 & below,38,8969.73,236.05,141.73,3.73,19-01-2019,18-04-2021,21.58,190,4,5,5,4,5,8,7,1153.97,764.15,1156.17,1465.49,851.06,1869.95,1708.94,12,8,10,8,2514.13,2275.15,2796.02,1384.43,9,8,8,13,2917.95,2416.25,998.14,2637.39
2376,jacob56@example.net,Curtis,Ryan,Lawyer,39,30-39,43,8924.16,207.54,168.66,3.92,15-01-2016,22-07-2021,46.86,95,4,5,7,10,9,5,3,584.96,873.93,1579.94,1824.93,2432.95,923.47,703.98,9,15,6,13,1438.9,3999.9,1144.96,2340.4,5,10,16,12,898.95,1937.42,3364.9,2722.89
2377,floresmelanie@example.com,Gail,Hubbard,Clerical,33,30-39,30,8874.28,295.81,132.78,4.43,25-12-2017,04-09-2021,44.97,51,6,1,1,6,4,10,2,2131.47,443,205.99,1232.96,1435.97,2602.91,821.98,11,9,3,7,4268.42,1678.91,319.98,2606.97,1,7,17,5,324,2262.93,5216.38,1070.97
2378,kristin17@example.com,Sandra,Gray,Manager,19,19 & below,43,8854.3,205.91,162.7,3.78,29-08-2019,19-10-2021,18.19,6,8,6,6,7,8,6,2,1691.14,1535.32,1077.34,1672.15,1419.76,1137.6,320.99,11,14,11,7,2386.11,2575.12,2422.92,1470.15,0,28,13,2,0,5818.13,2605.18,430.99
2379,joseph24@example.net,William,Smith,Lawyer,38,30-39,111,8821.84,79.48,231.67,2.09,22-03-2017,13-08-2021,14.46,73,13,10,12,17,26,15,18,1167.91,700.3,755.02,1297.52,1979.56,1223.03,1698.5,21,20,34,36,1770.25,1573.26,2638.53,2839.8,5,59,30,17,295.64,4585.11,2692.17,1248.92
2380,durhamelaine@example.org,Evelyn,Long,Home Maker,30,30-39,107,8774.63,82.01,305.83,2.86,29-08-2020,19-10-2021,3.89,6,11,17,13,19,10,25,12,717.35,1547.95,847.3,1804.24,806.14,2247.91,803.74,32,30,26,19,2274.79,2921.36,2479,1099.48,1,28,46,32,12.75,2561.94,3474.9,2725.04
2381,haysthomas@example.org,Edward,Gonzalez,Professional,25,20-29,47,8711.5,185.35,226.6,4.82,29-11-2019,23-10-2021,14.77,2,2,9,10,12,7,5,2,237.98,2134.93,1809.92,2305.39,735.65,1145.45,342.18,8,4,18,17,1289.14,1136.97,4195.83,2089.56,2,9,16,20,695.99,1870.91,2604.85,3539.75
2382,rwhite@example.com,Brent,Robinson,Home Maker,31,30-39,55,8698.43,158.15,217.6,3.96,26-05-2014,10-10-2021,48.98,15,8,6,7,9,4,8,13,1438.86,615.16,1178.44,1451.93,414.18,1540.84,2059.02,12,9,18,16,1822.26,1458.67,2508.97,2908.53,2,17,14,22,457.99,2814.67,2376.04,3049.73
2383,phillipsjeremy@example.com,Diane,Thomas,Doctor,21,20-29,44,8668.14,197,202.64,4.61,22-11-2017,18-06-2021,29.64,129,4,11,8,8,6,3,4,397.96,2279.39,1300.95,1775.94,993.95,801.97,1117.98,10,14,13,7,1547.93,3023.39,2729.89,1366.93,1,14,17,12,265,2482.89,2940.85,2979.4
2384,sara98@example.com,Patrick,Thomas,Blue-Collar,36,30-39,25,8649.29,345.97,105.19,4.21,22-04-2018,10-08-2021,48.24,76,2,6,1,3,5,1,7,713.99,708.77,1106.69,816.28,1734.83,666.59,2902.14,2,13,6,4,830.98,3591.19,2229.84,1997.28,0,0,6,19,0,0,2119.16,6530.13
2385,davismartin@example.com,Patrick,Kelly,Blue-Collar,34,30-39,60,8610.58,143.51,237.68,3.96,02-01-2016,28-09-2021,34.93,27,8,12,8,8,6,9,9,1226.92,1428.04,982.89,1037.42,744.05,1861.9,1329.36,20,16,9,15,2575.31,2464.98,1387.4,2182.89,6,19,24,11,928.95,2243.46,3656.35,1781.82
2386,hwu@example.org,Jeff,Jacobs,Blue-Collar,52,50 and above,45,8605.24,191.23,132.74,2.95,29-03-2018,26-05-2021,25.64,152,4,7,8,9,7,6,4,702.97,1354.94,1911.95,1584.97,1049.46,1148.98,851.97,7,11,8,19,1604.95,1824.94,1324.43,3850.92,1,14,24,6,337,2209.9,5230.37,827.97
2387,joannasalinas@example.org,Jake,Reynolds,Blue-Collar,49,40-49,59,8548.18,144.88,276.58,4.69,07-01-2016,19-06-2021,33.73,128,2,8,9,9,13,13,5,102.99,1043.06,1314.92,1172.95,2193.9,1959.91,760.45,13,11,16,19,2027.92,1869.43,2123.87,2526.96,8,6,32,13,1154.03,942.46,4865.77,1585.92
2388,melissamiller@example.org,Kevin,Williams,Blue-Collar,37,30-39,62,8530.77,137.59,253.47,4.09,24-08-2017,08-08-2021,23.31,78,10,6,5,14,11,11,5,1257.92,851.14,518.05,2122.88,1325.9,1890.93,563.95,15,14,10,23,2590.88,1687.86,1109.22,3142.81,34,15,9,4,4975.73,1815.06,1111.01,628.97
2389,psanchez@example.org,Devin,Campbell,Home Maker,33,30-39,26,8485.4,326.36,124.8,4.8,14-04-2021,16-07-2021,3.58,101,9,2,3,4,5,0,3,2838.44,1333.98,448.99,776.97,2224.05,0,862.97,5,8,5,8,2013.05,3325.94,1028.96,2117.45,12,4,7,3,4229.52,1413.96,2199.94,641.98
2390,xbryant@example.org,Katie,Reynolds,Student,24,20-29,32,8423.38,263.23,126.78,3.96,01-12-2017,16-09-2021,43.28,39,5,4,2,6,5,7,3,800.66,913.12,802.99,1788.96,1329.96,1730.71,1056.98,9,11,9,3,2235.95,2849.66,2632.78,704.99,8,3,8,13,2411.95,477.73,2648.96,2884.74
2391,comptondaniel@example.com,Denise,Roth,Home Maker,31,30-39,39,8319,213.31,110.75,2.84,10-05-2014,15-10-2021,69.62,10,5,3,5,5,5,6,10,1286.79,453.57,1694.27,1261.47,1074.13,943.32,1605.45,9,13,6,11,1931.54,2729.63,1550.47,2107.36,1,11,18,9,183.99,2243,3842.51,2049.5
2392,brendan38@example.org,Ann,May,Student,20,20-29,25,8292.66,331.71,74.86,2.99,21-10-2017,14-09-2021,56.96,41,0,8,1,6,5,2,3,0,1424.06,340,1014.46,2956.17,914.98,1642.99,4,9,10,2,1825.17,2541.97,3095.54,829.98,4,16,5,0,2385.98,4844.7,1061.98,0
2393,xlopez@example.net,Gregory,Gutierrez,Home Maker,32,30-39,18,8261.65,458.98,25.95,1.44,02-11-2014,30-07-2021,136.78,87,3,0,4,0,5,1,5,1123.49,0,1884.28,0,1970.98,195,3087.9,3,5,1,9,1351.39,2319.99,994.3,3595.97,0,3,2,13,0,719.98,978,6563.67
2394,rebecca84@example.org,Melissa,Gonzalez,Blue-Collar,52,50 and above,23,8215.9,357.21,50.9,2.21,08-01-2021,11-05-2021,5.35,167,4,5,0,0,7,1,6,1649.18,1519.18,0,0,1171.77,2082.59,1793.18,4,19,0,0,1329.19,6886.71,0,0,4,15,2,2,417.79,6151.73,1054.99,591.39
2395,todd52@example.net,Madeline,Roberts,Student,21,20-29,18,8163.52,453.53,0,0,22-04-2014,19-10-2021,152.06,6,3,3,8,2,1,0,1,925,1131.92,3844.6,654,273,0,1335,2,5,7,4,940,1655.6,2975.92,2592,1,10,2,5,131.92,5831,808,1392.6
2396,morrisonrobert@example.net,Ashley,Mills,Clerical,36,30-39,23,8088.62,351.68,62.87,2.73,15-12-2015,21-07-2021,88.91,96,3,5,3,3,4,2,3,785.98,2172.73,677.98,1034.97,1460.96,875,1081,5,6,10,2,2307.97,2022.21,3180.44,578,2,8,7,6,1509.98,2271.95,1889.95,2416.74
2397,montgomeryjessica@example.net,Jennifer,Jacobson,Manager,35,30-39,40,8087.61,202.19,131.21,3.28,02-08-2018,25-09-2021,28.75,30,4,6,8,6,2,8,6,618.47,817.87,1553.51,729.16,823.99,2029.05,1515.56,14,7,6,13,3685.74,1786.06,1038.87,1576.94,2,17,12,9,460.98,3038.59,2959.27,1628.77
2398,michael82@example.com,Kristi,Gutierrez,Manager,22,20-29,27,8046.41,298.02,102.81,3.81,02-02-2018,14-05-2021,44.33,164,6,2,1,3,4,4,7,1507.96,706.98,410.99,1094.97,889.97,1054.98,2380.56,7,7,8,5,1723.94,2206.54,2725.96,1389.97,1,13,8,5,225.99,4512.49,1705.95,1601.98
2399,jack53@example.org,Jason,Torres,Home Maker,23,20-29,54,7961.37,147.43,275.52,5.1,24-07-2018,15-10-2021,21.83,10,5,9,12,8,8,7,5,971.95,1114.91,1851.25,845.52,1539.84,1005.94,631.96,10,14,11,19,950.4,2391.84,1629.6,2989.53,13,9,18,14,2657.21,1050.32,2078.82,2175.02
2400,eweber@example.org,Colton,Park,Home Maker,21,20-29,37,7953.91,214.97,195.66,5.29,10-05-2016,12-10-2021,53.54,13,3,12,7,5,7,1,2,298.97,2284.73,1491.53,1113.15,1253.56,453.99,1057.98,5,17,7,8,1502.56,4173.09,797.13,1481.13,4,8,5,20,807.96,1451.53,1584.16,4110.26
2401,onealjane@example.net,Heather,Thompson,Doctor,48,40-49,26,7895.44,303.67,69.84,2.69,07-04-2014,11-06-2021,100.85,136,2,4,9,4,4,3,0,1083.09,737.99,3036.44,1351.43,648.99,1037.5,0,4,10,5,7,1720.09,2736.46,1618.92,1819.97,0,6,12,8,0,1751.98,3625.38,2518.08
2402,walterhawkins@example.org,William,Edwards,Blue-Collar,21,20-29,60,7875.48,131.26,137.08,2.28,03-02-2020,12-10-2021,10.28,13,13,7,10,9,11,3,7,1852.21,1061.97,1260.85,1159.14,1163.07,302.68,1075.56,12,26,11,11,1448.94,3968.47,1231.4,1226.67,3,22,30,5,394.18,3050.83,3913.08,517.39
2403,kristentran@example.com,Christina,Ramirez,Clerical,36,30-39,47,7874.51,167.54,164.71,3.5,21-10-2017,22-08-2021,29.81,64,3,3,8,12,12,6,3,1048.98,301.19,892.55,2402.64,1918.01,651.37,659.77,3,8,20,16,437.08,1346.45,3284.69,2806.29,3,9,13,22,687.97,1209.04,2978.61,2998.89
2404,ovega@example.net,Charles,Wallace,Blue-Collar,34,30-39,44,7827.92,177.91,133.72,3.04,10-03-2018,30-07-2021,28.14,87,3,5,4,4,6,11,11,487.47,819.96,706.97,844.98,1180.55,1594.92,2193.07,9,16,11,8,1161.44,2315.91,2301.63,2048.94,1,20,15,8,255,3003.88,2578.5,1990.54
2405,fespinoza@example.net,Amanda,Rojas,Professional,28,20-29,20,7721.85,386.09,93.85,4.69,27-08-2016,20-10-2021,94,5,4,3,4,1,2,2,4,716.97,2286.98,1331.97,655.99,360.99,734.98,1633.97,6,2,7,5,1571.94,1003.99,2699.95,2445.97,0,8,7,5,0,3969.94,1692.96,2058.95
2406,murphyjessica@example.net,Amanda,Barker,Student,19,19 & below,30,7664.16,255.47,71.86,2.4,28-05-2020,07-08-2021,14.53,79,4,0,3,7,1,7,8,1688.99,0,1031.99,1194.37,235,2241.26,1272.55,9,12,6,3,2416.08,2235.52,1615.57,1396.99,6,14,2,8,1283.18,3189.43,561.98,2629.57
